"maxVal"	"cluster"	"correct"	"trueCluster"	"SV.TP63"	"SV.BCL6"	"BLC10.NOTCH2.A20.SPEN"	"B2M.CD70.PD1.FAS.com"	"X21Q.AMP"	"GENOME_DOUBLING"	"Sum.CNAs.C2"	"TP53.biallelic"	"BCL2.comp"	"Chrom.Mod.Enzymes"	"Pi3K.Mod"	"Hist.comp"	"NFKBalt.RASalt.JAK.STAT.alt.RHOA.SGK1.KLH6.cd58.cd83"	"SumC4.mut"	"X18Q.AMP"	"MYD88.L265"	"sumCNAs.C5"	"MYD88.OTHER"	"X2P16.1.AMP"	"CD79B.MYD88.TBL1XR1.BLIMP.ETV6.ZC3H12A"	"X9p21.3.DEL"	"COO..GCB.1.unclass.2.ABC.3.na."
"dlbcl_c_d_1111_nullpair"	0.321590960025787	1	FALSE	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_1169"	0.356778353452682	1	FALSE	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"3"
"dlbcl_ricover_1081"	0.461418867111206	1	FALSE	5	0	0	2	2	0	0	3	0	0	4	1	1	2	7	0	0	0	0	0	2	0	"1"
"dlbcl_ls2154"	0.486814856529236	1	TRUE	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	"3"
"dlbcl_c_d_1146_nullpair"	0.50309944152832	1	TRUE	1	3	0	0	1	0	3	9	0	0	0	0	1	2	5	0	0	0	0	2	0	0	"1"
"dlbcl_ricover_978"	0.539337694644928	1	FALSE	2	0	0	6	2	0	0	7	0	0	4	2	4	0	6	0	0	1	0	1	0	0	"1"
"dlbcl_c_d_1132_nullpair"	0.586030602455139	1	TRUE	1	0	0	2	2	0	0	1	0	0	0	0	0	2	5	0	0	0	0	0	0	0	"3"
"dlbcl_ls4054"	0.625948429107666	1	FALSE	3	0	0	0	0	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0	0	1	"3"
"dlbcl_mc_f339_jps2"	0.668782114982605	1	FALSE	4	0	0	0	5	0	0	2	0	0	0	0	1	0	1	1	0	4	0	0	4	0	"3"
"dlbcl_c_d_1154_nullpair"	0.68110054731369	1	TRUE	1	3	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"3"
"dlbcl_ricover_597"	0.685814917087555	1	FALSE	5	0	0	0	0	0	0	4	1	0	0	0	8	2	12	1	2	2	0	0	6	0	"3"
"dlbcl_ricover_711"	0.718510270118713	1	FALSE	5	0	3	0	0	0	0	11	1	0	0	0	6	2	10	0	0	0	0	2	0	0	"1"
"dlbcl_ricover_120"	0.738230168819427	1	TRUE	1	0	3	2	2	0	0	4	0	0	2	0	0	0	0	0	0	2	0	0	2	0	"3"
"dlbcl_c_d_1155_nullpair"	0.763242542743683	1	TRUE	1	0	3	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	"3"
"dlbcl_ls2367"	0.800701498985291	1	TRUE	1	0	3	0	2	0	0	5	0	0	0	2	1	4	5	1	0	2	0	0	2	0	"1"
"dlbcl_ricover_865"	0.833310842514038	1	TRUE	1	0	3	4	5	0	3	8	1	0	0	1	2	3	5	0	0	2	0	0	0	0	"3"
"dlbcl_ricover_575"	0.850867986679077	1	TRUE	1	0	0	2	4	0	0	3	0	0	0	2	2	0	4	0	0	1	0	0	0	0	"3"
"dlbcl_ricover_694"	0.855685889720917	1	TRUE	1	0	3	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	"2"
"dlbcl_c_d_1128_nullpair"	0.86579293012619	1	TRUE	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2"
"dlbcl_mc_f648_jkw"	0.868744909763336	1	TRUE	1	0	3	0	2	0	0	4	2	0	0	0	0	2	4	0	0	2	0	0	0	0	"3"
"dlbcl_ricover_1144"	0.890227615833282	1	TRUE	1	0	3	2	2	0	0	1	0	0	0	0	2	2	6	0	2	0	2	0	4	0	"3"
"dlbcl_mc_f132_mlm"	0.90619969367981	1	TRUE	1	0	3	4	0	0	0	1	0	0	0	0	2	2	4	0	0	0	2	0	4	0	"3"
"dlbcl_c_d_1114_nullpair"	0.910410761833191	1	TRUE	1	0	3	0	2	0	0	2	0	0	0	0	4	0	4	0	0	0	2	0	2	0	"3"
"dlbcl_ricover_826"	0.910974979400635	1	TRUE	1	0	3	2	2	0	0	5	1	0	0	2	2	2	8	0	0	1	0	0	2	0	"3"
"dlbcl_c_d_1123_nullpair"	0.917818486690521	1	TRUE	1	0	3	4	5	0	0	6	0	0	0	0	2	0	4	0	0	1	0	0	0	0	"3"
"dlbcl_ls378"	0.924206972122192	1	TRUE	1	0	3	2	2	0	0	3	0	0	2	0	3	0	3	0	0	0	2	0	2	0	"2"
"dlbcl_ricover_181"	0.927734971046448	1	TRUE	1	0	3	4	0	0	0	3	0	0	2	0	1	4	5	1	0	2	0	0	2	0	"2"
"dlbcl_ls2978"	0.92923241853714	1	TRUE	1	3	3	0	4	0	0	6	2	0	0	0	4	0	4	0	0	0	2	2	2	0	"3"
"dlbcl_ls1757"	0.934221267700195	1	TRUE	1	3	3	2	4	0	0	7	1	0	2	0	0	4	4	0	0	0	2	0	2	0	"2"
"dlbcl_ricover_1150"	0.934896767139435	1	TRUE	1	0	3	0	5	1	0	4	0	0	0	0	1	2	3	1	0	2	0	0	2	0	"3"
"dlbcl_ricover_290"	0.935670793056488	1	TRUE	1	0	3	3	4	0	0	2	0	0	1	0	2	0	2	0	0	1	2	1	2	0	"3"
"dlbcl_c_d_1130_nullpair"	0.936433970928192	1	TRUE	1	3	3	4	2	0	0	6	0	0	1	0	2	0	2	0	0	0	0	0	0	0	"3"
"dlbcl_mayo_dlbcl_5613"	0.939939081668854	1	TRUE	1	0	3	2	2	0	0	3	0	0	0	0	0	2	2	0	0	2	0	0	0	0	"3"
"dlbcl_ricover_408"	0.389004290103912	2	FALSE	5	0	0	0	0	2	0	7	0	0	0	2	0	2	4	0	0	2	0	2	0	0	"1"
"dlbcl_c_d_1112_nullpair"	0.416236162185669	2	FALSE	1	3	0	0	2	1	0	3	0	0	2	0	0	2	2	0	0	2	0	0	0	0	"1"
"dlbcl_ricover_1190"	0.556009411811829	2	FALSE	4	0	3	0	0	0	0	2	0	0	2	0	0	0	0	1	0	4	0	0	0	0	"3"
"dlbcl_ricover_111"	0.600332975387573	2	TRUE	2	0	0	2	0	0	0	3	0	0	2	2	0	0	0	1	0	2	0	1	1	0	"2"
"dlbcl_mc_f815_bat"	0.628404796123505	2	TRUE	2	3	0	0	0	0	0	6	0	5	2	0	1	4	7	0	0	1	2	2	3	0	"1"
"dlbcl_ricover_463"	0.730316042900085	2	TRUE	2	0	0	0	0	0	0	3	0	0	2	2	0	2	2	0	0	0	0	1	0	0	"1"
"dlbcl_mc_f362_mjb1"	0.740681111812592	2	TRUE	2	0	0	0	0	0	0	8	1	3	4	0	0	0	2	0	0	0	0	0	2	1	"1"
"dlbcl_ls3387"	0.75260317325592	2	FALSE	5	0	0	1	2	0	0	2	0	5	2	4	10	4	16	0	0	0	0	0	0	0	"1"
"dlbcl_c_d_1162_nullpair"	0.752692878246307	2	TRUE	2	0	0	0	0	0	0	2	0	0	2	2	1	2	3	0	0	0	0	0	0	0	"1"
"dlbcl_ls4619"	0.802135527133942	2	TRUE	2	0	0	0	0	0	0	6	0	5	0	0	2	2	4	0	0	0	0	1	2	1	"1"
"dlbcl_ls3615"	0.812337398529053	2	TRUE	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	"2"
"dlbcl_c_d_1110_nullpair"	0.831516563892365	2	TRUE	2	0	0	4	0	0	0	3	0	5	2	0	5	1	6	1	0	2	0	0	0	0	"1"
"dlbcl_ricover_866"	0.834824681282043	2	FALSE	5	0	0	0	0	0	0	10	0	5	6	8	6	8	20	0	0	0	0	2	0	0	"1"
"dlbcl_ricover_577"	0.8705934882164	2	TRUE	2	0	0	2	0	0	0	3	0	0	6	3	2	0	2	2	0	4	0	0	0	0	"1"
"dlbcl_ls1395"	0.876373052597046	2	TRUE	2	0	0	0	0	0	0	6	3	4	4	0	0	2	2	0	0	0	0	0	0	0	"2"
"dlbcl_ls4616"	0.885986745357513	2	TRUE	2	0	0	0	0	0	0	6	3	5	4	0	0	4	4	0	0	0	0	0	0	0	"1"
"dlbcl_ls2599"	0.891840159893036	2	TRUE	2	0	0	0	2	0	0	4	0	5	0	4	0	2	6	0	0	0	0	0	0	0	"1"
"dlbcl_mc_f606_dmj"	0.901210963726044	2	TRUE	2	0	0	0	0	1	0	8	1	5	2	1	0	0	0	0	0	0	0	0	0	1	"1"
"dlbcl_ricover_384"	0.911324560642242	2	TRUE	2	0	0	0	0	0	0	15	0	2	4	7	2	0	2	0	0	0	0	1	0	1	"1"
"dlbcl_c_d_1113_nullpair"	0.920169115066528	2	TRUE	2	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	1	0	0	"1"
"dlbcl_ricover_269"	0.921398460865021	2	TRUE	2	0	0	0	0	0	0	7	0	5	2	0	0	4	4	1	0	2	0	0	0	0	"1"
"dlbcl_c_d_1141_nullpair"	0.926890969276428	2	TRUE	2	0	0	2	0	2	0	6	0	5	4	2	0	0	0	2	0	3	0	2	0	0	"1"
"dlbcl_c_d_1127_nullpair"	0.932190179824829	2	TRUE	2	0	0	0	0	0	0	4	0	5	4	3	0	0	0	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_469"	0.932259082794189	2	TRUE	2	0	0	2	2	0	0	2	0	5	4	2	0	0	0	0	0	0	0	0	0	0	"1"
"dlbcl_ls297"	0.933349788188934	2	TRUE	2	0	0	0	0	0	0	4	0	5	4	3	2	2	6	0	0	1	0	0	0	0	"1"
"dlbcl_ls1620"	0.938589990139008	2	TRUE	2	0	0	0	0	0	0	1	0	5	6	5	0	0	0	0	0	0	0	0	0	0	"1"
"dlbcl_mc_f344_cjs"	0.939705908298492	2	TRUE	2	0	0	0	0	0	0	6	0	5	4	5	0	6	8	0	0	0	2	1	2	0	"1"
"dlbcl_mc_f358_wds"	0.953951418399811	2	TRUE	2	0	0	0	0	0	0	3	0	5	4	3	4	0	4	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_910"	0.43071123957634	3	FALSE	1	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	"3"
"dlbcl_c_d_1131_nullpair"	0.441297501325607	3	TRUE	3	0	0	2	0	0	0	11	2	0	2	0	0	0	0	0	2	0	0	0	4	0	"3"
"dlbcl_ricover_320"	0.51120924949646	3	FALSE	2	0	0	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_1046"	0.516810059547424	3	FALSE	2	0	0	0	0	0	0	12	3	3	4	1	0	0	0	1	0	3	0	0	0	0	"1"
"dlbcl_mc_f927_jhs"	0.58209228515625	3	FALSE	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3"
"dlbcl_ls2089"	0.619767844676971	3	TRUE	3	0	0	0	0	0	3	18	3	0	0	0	0	0	0	2	2	5	0	0	4	0	"3"
"dlbcl_c_d_1108_nullpair"	0.633375465869904	3	TRUE	3	0	0	0	0	1	3	11	2	0	0	0	0	0	1	1	0	6	0	0	0	0	"3"
"dlbcl_ls2328"	0.643201231956482	3	TRUE	3	0	0	0	2	1	0	16	3	3	4	3	4	0	4	0	0	0	0	0	0	0	"1"
"dlbcl_c_d_1106_nullpair"	0.646440744400024	3	FALSE	1	0	3	4	0	0	0	9	0	0	0	0	2	0	2	0	0	2	0	0	0	1	"2"
"dlbcl_mc_f210_gwc"	0.673394203186035	3	TRUE	3	0	0	0	0	0	0	7	0	0	0	0	2	2	4	1	0	1	0	1	0	0	"2"
"dlbcl_ls2245"	0.676720142364502	3	FALSE	2	0	3	0	2	0	0	11	1	5	4	0	0	4	4	0	0	1	0	1	0	0	"1"
"dlbcl_ricover_780"	0.691834211349487	3	TRUE	3	0	0	0	0	0	0	14	3	2	2	2	2	2	4	0	0	3	0	2	0	0	"1"
"dlbcl_ricover_506"	0.700305640697479	3	FALSE	4	0	0	0	0	0	0	11	0	0	0	1	0	0	0	1	0	5	0	1	2	1	"3"
"dlbcl_ls88"	0.704288065433502	3	TRUE	3	0	0	0	0	0	0	10	3	3	0	0	0	0	0	0	0	3	0	0	0	1	"3"
"dlbcl_ricover_1165"	0.748768150806427	3	TRUE	3	0	0	0	0	0	0	6	3	0	2	0	0	0	0	0	0	2	2	0	2	0	"3"
"dlbcl_c_d_1135_nullpair"	0.79233455657959	3	TRUE	3	0	3	0	3	1	0	15	2	0	2	1	6	0	6	1	0	4	0	0	0	0	"3"
"dlbcl_c_d_1118_nullpair"	0.822600901126862	3	TRUE	3	0	3	0	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0	2	1	1	"1"
"dlbcl_ls3204"	0.839374303817749	3	TRUE	3	0	0	0	2	1	3	12	0	0	0	0	2	2	4	0	0	0	0	1	0	0	"1"
"dlbcl_ricover_299"	0.88338828086853	3	TRUE	3	0	0	0	0	1	3	26	1	5	4	2	0	0	0	1	0	3	0	2	1	1	"1"
"dlbcl_ls3309"	0.88378369808197	3	TRUE	3	0	0	0	0	0	3	23	3	5	4	3	0	0	0	0	0	2	0	1	0	0	"1"
"dlbcl_mayo_dlbcl_7359"	0.887696921825409	3	TRUE	3	0	0	0	3	1	3	21	3	0	0	0	1	0	3	1	0	6	0	2	0	0	"2"
"dlbcl_mc_f959_erm"	0.903818905353546	3	TRUE	3	0	3	0	3	0	3	15	2	0	2	0	2	0	2	2	2	6	0	2	2	0	"3"
"dlbcl_ricover_1072"	0.918036341667175	3	TRUE	3	0	0	0	0	0	0	19	0	0	0	0	2	4	8	0	0	1	2	1	2	1	"1"
"dlbcl_ricover_335"	0.920770943164825	3	TRUE	3	0	0	0	0	1	3	22	3	0	0	0	4	4	8	0	0	1	0	2	0	1	"1"
"dlbcl_mc_f729_man"	0.923026442527771	3	TRUE	3	0	0	0	0	0	0	7	2	0	1	0	1	0	1	0	0	1	0	0	0	1	"3"
"dlbcl_ls1921"	0.925610601902008	3	TRUE	3	0	0	0	0	1	0	20	1	3	0	2	2	4	8	0	0	0	0	2	0	0	"1"
"dlbcl_ricover_1235"	0.926592826843262	3	TRUE	3	0	0	2	0	2	3	21	3	5	3	1	0	0	2	1	0	1	0	2	0	0	"2"
"dlbcl_ricover_126"	0.926789581775665	3	TRUE	3	0	0	0	0	2	3	20	3	5	2	2	0	0	0	0	0	1	0	2	0	1	"1"
"dlbcl_mc_f739_ama3"	0.928010702133179	3	TRUE	3	0	0	0	0	2	3	24	3	5	4	2	3	2	5	1	0	2	0	0	0	1	"1"
"dlbcl_ls146"	0.931235909461975	3	TRUE	3	0	0	2	0	1	3	21	3	0	0	1	0	2	2	1	0	5	0	2	0	0	"1"
"dlbcl_ls2258"	0.933030784130096	3	TRUE	3	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	"3"
"dlbcl_ricover_533"	0.934493064880371	3	TRUE	3	0	0	0	0	1	3	21	0	0	0	2	0	6	6	1	0	2	0	1	0	0	"1"
"dlbcl_ricover_623"	0.936175167560577	3	TRUE	3	0	0	0	0	1	0	14	1	0	2	0	0	0	4	0	0	2	0	2	0	0	"1"
"dlbcl_mc_f089_hcz"	0.936346292495728	3	TRUE	3	0	0	0	0	1	0	16	2	2	2	0	0	4	4	0	0	1	0	0	2	1	"1"
"dlbcl_ricover_174"	0.937331974506378	3	TRUE	3	0	0	2	2	1	3	21	3	0	0	1	0	0	0	0	0	1	0	0	0	0	"3"
"dlbcl_ricover_839"	0.937578141689301	3	TRUE	3	0	0	0	0	1	0	8	3	0	0	0	0	2	2	0	0	0	0	0	0	1	"2"
"dlbcl_ricover_288"	0.939238905906677	3	TRUE	3	0	0	0	0	1	3	19	2	0	0	0	2	0	3	0	0	1	0	2	0	1	"3"
"dlbcl_ricover_253"	0.93976092338562	3	TRUE	3	0	3	0	0	0	3	27	3	0	2	0	0	0	0	0	0	1	0	1	0	1	"1"
"dlbcl_ls3749"	0.942576289176941	3	TRUE	3	0	0	0	0	1	3	22	0	0	0	1	2	0	4	0	0	2	0	2	0	1	"1"
"dlbcl_mayo_dlbcl_3653"	0.359938591718674	4	FALSE	5	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	2	0	"1"
"dlbcl_ls762"	0.361035704612732	4	FALSE	2	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1	0	2	0	0	0	0	"2"
"dlbcl_c_d_1138_nullpair"	0.382306128740311	4	FALSE	5	0	0	0	0	0	0	3	0	0	0	4	4	0	4	1	0	4	0	0	0	0	"1"
"dlbcl_mc_f990_mna"	0.482484608888626	4	FALSE	3	0	0	1	0	0	3	23	1	0	0	0	0	2	2	0	2	3	0	1	6	1	"3"
"dlbcl_ricover_473"	0.491553217172623	4	FALSE	1	0	0	6	0	0	0	4	0	0	2	0	2	0	4	0	0	2	0	0	2	0	"3"
"dlbcl_ricover_763"	0.499436110258102	4	TRUE	4	0	0	0	0	0	0	9	1	0	0	0	0	2	2	1	0	4	0	0	2	0	"3"
"dlbcl_ricover_431"	0.518548130989075	4	TRUE	4	0	0	0	0	0	0	6	0	0	0	0	2	2	8	0	2	3	0	0	4	0	"3"
"dlbcl_ls3809"	0.541777431964874	4	FALSE	1	0	3	0	2	1	0	3	0	0	0	0	0	0	0	1	0	2	0	0	4	0	"3"
"dlbcl_ricover_1060"	0.570561766624451	4	FALSE	3	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	0	"3"
"dlbcl_c_d_1120_nullpair"	0.632466971874237	4	TRUE	4	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	2	0	0	2	0	"3"
"dlbcl_c_d_1140_nullpair"	0.664927840232849	4	TRUE	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"3"
"dlbcl_ls2208"	0.686142921447754	4	TRUE	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	"3"
"dlbcl_ricover_822"	0.710874319076538	4	FALSE	3	0	0	0	0	0	0	10	2	0	2	0	2	0	2	2	0	6	0	1	0	1	"3"
"dlbcl_ls1304"	0.737212061882019	4	TRUE	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	4	0	"3"
"dlbcl_ricover_585"	0.745917320251465	4	TRUE	4	0	3	0	3	0	0	5	0	0	0	0	0	2	3	1	2	7	0	0	6	1	"3"
"dlbcl_c_d_1105_nullpair"	0.789840161800385	4	TRUE	4	0	0	4	0	0	0	4	1	0	2	0	1	0	1	0	0	2	0	0	2	0	"1"
"dlbcl_ricover_216"	0.801511764526367	4	FALSE	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	"3"
"dlbcl_ricover_773"	0.802929818630219	4	TRUE	4	0	0	0	0	0	0	4	0	0	4	0	0	0	0	1	2	3	0	0	4	0	"3"
"dlbcl_ricover_467"	0.848045289516449	4	TRUE	4	3	0	0	3	0	3	12	3	0	2	0	0	0	0	2	0	8	0	0	6	0	"3"
"dlbcl_ricover_215"	0.857221186161041	4	TRUE	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	"3"
"dlbcl_ricover_1032"	0.860623359680176	4	TRUE	4	0	0	0	0	0	0	11	3	0	0	0	2	2	4	0	2	4	0	0	6	0	"3"
"dlbcl_mc_f089_mlb"	0.862167656421661	4	TRUE	4	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	4	0	0	0	0	"3"
"dlbcl_c_d_1163_nullpair"	0.865891575813293	4	TRUE	4	0	0	0	0	0	0	0	0	0	0	0	2	2	6	0	2	2	0	0	8	0	"3"
"dlbcl_ricover_173"	0.867952466011047	4	TRUE	4	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	6	0	"3"
"dlbcl_ricover_850"	0.876292407512665	4	TRUE	4	0	0	0	0	1	0	7	0	0	0	0	0	0	2	0	0	2	2	1	6	0	"3"
"dlbcl_ricover_1287"	0.887871623039246	4	TRUE	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	"3"
"dlbcl_c_d_1142_nullpair"	0.889743387699127	4	TRUE	4	0	0	0	0	0	0	3	1	0	0	0	0	2	2	2	0	6	0	0	0	0	"2"
"dlbcl_ricover_478"	0.895204305648804	4	FALSE	1	0	0	2	0	0	0	6	0	0	0	0	0	0	0	1	0	4	2	0	2	0	"2"
"dlbcl_c_d_1144_nullpair"	0.89841228723526	4	TRUE	4	0	0	0	0	0	0	1	2	0	0	0	1	2	3	1	0	3	0	0	4	0	"3"
"dlbcl_ls4085"	0.900167167186737	4	TRUE	4	0	0	0	0	0	0	4	0	0	2	0	0	0	1	1	0	4	0	0	2	0	"3"
"dlbcl_ricover_1248"	0.902848541736603	4	TRUE	4	0	3	2	0	0	0	6	0	0	0	0	0	2	2	2	2	9	0	0	4	0	"3"
"dlbcl_ricover_99"	0.910681903362274	4	TRUE	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	4	2	0	4	0	"3"
"dlbcl_ricover_704"	0.911053419113159	4	TRUE	4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	2	0	"3"
"dlbcl_ls1683"	0.912543296813965	4	TRUE	4	0	0	0	0	0	0	6	2	0	2	0	0	2	2	2	0	6	0	1	2	0	"3"
"dlbcl_ricover_685"	0.914460062980652	4	TRUE	4	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	2	1	0	0	8	0	"1"
"dlbcl_ricover_720"	0.918435096740723	4	TRUE	4	0	3	0	0	0	0	6	0	0	0	0	0	0	0	1	2	6	0	0	6	0	"3"
"dlbcl_c_d_1104_nullpair"	0.919109880924225	4	TRUE	4	0	0	0	0	0	0	4	3	0	0	0	0	0	0	1	2	3	0	0	4	0	"3"
"dlbcl_ricover_583"	0.921847403049469	4	TRUE	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	5	0	0	0	0	"3"
"dlbcl_ricover_712"	0.923497140407562	4	TRUE	4	0	0	0	0	0	0	2	0	0	0	0	2	0	2	1	0	5	0	0	2	0	"3"
"dlbcl_ricover_134"	0.928799867630005	4	TRUE	4	0	0	0	0	0	0	5	1	0	2	0	0	2	2	2	2	8	0	0	4	0	"3"
"dlbcl_mc_f519_alt"	0.934183835983276	4	TRUE	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	5	0	0	2	1	"3"
"dlbcl_ricover_1106"	0.934428930282593	4	TRUE	4	0	0	0	0	0	0	5	0	0	0	0	4	0	8	2	2	8	0	0	6	0	"3"
"dlbcl_c_d_1125_nullpair"	0.938182473182678	4	TRUE	4	0	0	0	0	0	0	3	0	1	0	0	0	0	2	1	2	6	0	0	6	0	"3"
"dlbcl_ricover_417"	0.940406441688538	4	TRUE	4	3	0	0	0	0	0	4	0	0	0	0	0	0	0	1	2	3	0	0	6	0	"3"
"dlbcl_ricover_197"	0.404600024223328	5	FALSE	2	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_1018"	0.514415502548218	5	TRUE	5	0	0	0	0	0	3	18	1	0	0	1	5	6	13	0	0	3	0	1	0	0	"3"
"dlbcl_c_d_1109_nullpair"	0.517783463001251	5	TRUE	5	0	0	0	4	0	0	1	0	0	0	0	5	2	8	0	0	0	0	1	0	0	"3"
"dlbcl_ls3866"	0.534052789211273	5	FALSE	1	0	0	2	0	0	0	1	0	0	0	0	2	2	4	0	0	0	0	0	0	0	"1"
"dlbcl_mayo_dlbcl_234"	0.566085636615753	5	FALSE	2	0	0	2	0	0	0	2	0	0	4	2	4	2	6	0	0	0	0	2	4	0	"1"
"dlbcl_ricover_342"	0.592572093009949	5	TRUE	5	0	0	0	0	0	0	1	0	0	0	2	0	2	4	0	0	0	0	0	0	0	"1"
"dlbcl_c_d_1148_nullpair"	0.617378234863281	5	TRUE	5	0	3	0	5	0	0	4	0	0	0	4	2	9	12	0	0	0	0	2	0	0	"1"
"dlbcl_ricover_102"	0.630192220211029	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	"2"
"dlbcl_ricover_1247"	0.681239902973175	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	3	4	9	0	0	0	0	0	2	0	"2"
"dlbcl_ls155"	0.72072172164917	5	FALSE	2	0	0	0	0	0	0	0	0	5	2	2	4	4	10	0	0	0	0	0	0	0	"1"
"dlbcl_ls3499"	0.726103007793427	5	TRUE	5	0	0	0	2	0	0	3	0	0	0	0	5	2	7	0	0	0	0	2	0	0	"1"
"dlbcl_mc_f139_ad"	0.749732792377472	5	FALSE	1	0	3	2	2	0	0	1	2	0	0	2	4	0	12	0	0	0	0	0	0	0	"3"
"dlbcl_ls1899"	0.800962209701538	5	TRUE	5	0	0	0	0	0	0	2	0	0	0	0	1	2	7	0	0	0	0	0	0	0	"1"
"dlbcl_c_d_1153_nullpair"	0.809990465641022	5	TRUE	5	0	0	0	0	0	0	7	0	0	0	0	8	2	10	1	0	2	0	0	0	0	"2"
"dlbcl_ls2590"	0.82150936126709	5	TRUE	5	0	0	0	0	0	0	2	0	0	2	0	3	4	11	0	0	1	0	0	0	0	"3"
"dlbcl_ricover_148"	0.826586246490479	5	TRUE	5	0	0	0	0	0	0	5	1	0	0	0	0	6	8	0	0	0	0	0	0	0	"1"
"dlbcl_c_d_1151_nullpair"	0.830557405948639	5	TRUE	5	0	3	0	2	1	0	3	3	0	0	4	3	8	13	0	0	0	0	0	1	0	"2"
"dlbcl_ricover_617"	0.830948293209076	5	TRUE	5	0	0	2	2	1	0	5	0	0	0	2	4	2	10	0	0	0	0	2	0	0	"1"
"dlbcl_ricover_1138"	0.848161578178406	5	TRUE	5	0	0	2	4	0	0	2	0	0	0	0	4	12	17	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_985"	0.856889367103577	5	TRUE	5	0	0	0	0	0	0	5	0	0	0	0	0	8	11	0	0	0	0	1	0	0	"1"
"dlbcl_ricover_338"	0.862917542457581	5	TRUE	5	0	0	0	2	0	0	1	0	0	0	0	0	4	8	0	0	0	0	0	0	0	"1"
"dlbcl_bwh_dlbcl64"	0.869478583335876	5	FALSE	1	0	3	0	0	0	0	8	0	0	2	0	6	4	10	0	0	0	0	2	0	0	"1"
"dlbcl_ls951"	0.872890830039978	5	TRUE	5	0	0	0	2	1	0	5	0	0	0	1	0	6	6	0	0	0	0	1	0	0	"1"
"dlbcl_ricover_701"	0.873923361301422	5	TRUE	5	0	0	1	0	0	0	0	0	0	0	0	2	6	10	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_361"	0.879303753376007	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_274"	0.886531293392181	5	TRUE	5	0	0	0	0	0	0	6	2	0	0	0	10	2	14	0	2	0	0	0	2	0	"3"
"dlbcl_ls3271"	0.888198554515839	5	TRUE	5	0	0	0	0	0	0	1	0	0	0	0	7	6	17	0	0	0	0	0	2	0	"3"
"dlbcl_mc_f139_ljf"	0.888492166996002	5	TRUE	5	0	0	0	2	1	0	6	0	0	2	0	4	14	23	0	0	0	0	1	2	0	"1"
